Row ID,Order ID,City,Customer Bdate,Customer Name,Customer Segment,Discount,Order Date,Order Priority,Order Quantity,Product Base Margin,Product Category,Product Container,Product Name,Product Sub-Category,Profit,Region,Sales,Ship Date,Ship Mode,Shipping Cost,State,Unit Price,Zip Code
2577,18595,Hanover,1974,Art Foster,Home Office,0.03,2018-01-31,Critical,16,0.59,Office Supplies,Small Pack,Acme® Elite Stainless Steel Scissors,"Scissors, Rulers and Trimmers",0.9,East,138.55,2012-02-02,Regular Air,2.64,Pennsylvania,8.34,17331
5670,40101,Jonesboro,1976,John Lee,Corporate,0.1,2018-01-31,Low,46,0.45,Technology,Small Box,US Robotics 56K V.92 Internal PCI Faxmodem,Computer Peripherals,33.77,South,2188.06,2012-02-05,Express Air,19.99,Arkansas,49.99,72401
4261,30341,Brooklyn Center,1978,Matt Abelman,Home Office,0,2018-01-31,Low,30,0.36,Office Supplies,Wrap Bag,Rediform S.O.S. Phone Message Books,Paper,62.46,Central,150.2,2012-02-07,Regular Air,0.8,Minnesota,4.98,55429
4231,30053,Sherwood,1977,Marc Crier,Consumer,0.06,2018-02-01,Critical,41,0.37,Technology,Jumbo Drum,Lexmark Z25 Color Inkjet Printer,Office Machines,349.22,South,3279.01,2012-02-03,Delivery Truck,33.6,Arkansas,80.97,72116
4594,32676,West Lafayette,1976,Joy Smith,Corporate,0.06,2018-02-01,Critical,37,0.55,Technology,Small Pack,Verbatim DVD-RAM. 9.4GB. Rewritable. Type 1. DS. DataLife Plus,Computer Peripherals,523.43,Central,1697.44,2012-02-04,Regular Air,1.99,Indiana,45.19,47906
636,4454,Fort Wayne,1975,Erica Bern,Corporate,0.01,2018-02-01,Low,17,0.37,Office Supplies,Small Box,Avery 497,Labels,21.42,Central,55.45,2012-02-06,Regular Air,0.5,Indiana,3.08,46806
5421,38529,Eagle,1974,Darren Powers,Corporate,0.02,2018-02-02,Low,38,0.38,Office Supplies,Wrap Bag,OIC Thumb-Tacks,Rubber Bands,-0.49,West,44.85,2012-02-02,Regular Air,0.7,Idaho,1.14,83616
5639,39904,Cincinnati,1973,Alejandro Grove,Consumer,0,2018-02-02,Not Specified,44,0.49,Furniture,Small Box,"6"" Cubicle Wall Clock. Black",Office Furnishings,-144.56,East,363.92,2012-02-03,Regular Air,7.96,Ohio,8.09,45231
2693,19493,Cuyahoga Falls,1972,Bill Overfelt,Corporate,0.1,2018-02-02,Critical,31,0.68,Furniture,Large Box,Laminate Occasional Tables,Tables,-372.485971,East,4713.25,2012-02-03,Regular Air,69,Ohio,154.13,44221
7786,55713,Burlington,1971,Alan Schoenberger,Corporate,0.09,2018-02-02,High,49,0.74,Furniture,Jumbo Drum,Global High-Back Leather Tilter. Burgundy,Chairs & Chairmats,-2426.55,East,5718.85,2012-02-04,Delivery Truck,70.2,Vermont,122.99,5401
1896,13604,Fort Wayne,1970,Erica Bern,Corporate,0.04,2018-02-02,Not Specified,38,0.45,Technology,Small Box,Micro Innovations Micro Digital Wireless Keyboard and Mouse. Gray,Computer Peripherals,1166.4,Central,3152.75,2012-02-04,Regular Air,6.13,Indiana,83.1,46806
1897,13604,Fort Wayne,1969,Erica Bern,Corporate,0.07,2018-02-02,Not Specified,42,0.74,Furniture,Medium Box,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Office Furnishings,-1396.22,Central,3609.88,2012-02-05,Regular Air,56.2,Indiana,90.98,46806
2928,21222,Pueblo,1968,Carol Darley,Home Office,0.1,2018-02-03,Not Specified,36,0.51,Furniture,Wrap Bag,Master Caster Door Stop. Gray,Office Furnishings,-32.4,West,181.39,2012-02-05,Regular Air,3.63,Colorado,5.08,81001
2929,21222,Pueblo,1967,Carol Darley,Home Office,0.02,2018-02-03,Not Specified,26,0.85,Technology,Small Box,Accessory27,Telephones and Communication,-120.934,West,846.0815,2012-02-05,Regular Air,5,Colorado,35.99,81001
5919,41988,Brooklyn Park,1966,Matt Abelman,Home Office,0.08,2018-02-04,Low,33,0.56,Technology,Jumbo Drum,Panasonic KX-P1150 Dot Matrix Printer,Office Machines,751.58,Central,4610.35,2012-02-04,Delivery Truck,17.85,Minnesota,145.45,55445
2018,14400,Coral Gables,1965,Henia Zydlo,Home Office,0.08,2018-02-04,Medium,43,0.71,Furniture,Jumbo Box,BPI Conference Tables,Tables,-2110.56,South,6089.05,2012-02-05,Delivery Truck,80.2,Florida,146.05,33134
3530,25120,Spartanburg,1964,Michael Grace,Corporate,0.01,2018-02-04,Medium,22,0.37,Office Supplies,Small Box,Array® Parchment Paper. Assorted Colors,Paper,-139.9,South,179.22,2012-02-05,Regular Air,11.15,South Carolina,7.28,29301
2016,14400,Coral Gables,1963,Henia Zydlo,Home Office,0.05,2018-02-04,Medium,32,0.37,Office Supplies,Small Box,Peel & Stick Add-On Corner Pockets,Binders and Binder Accessories,-166.5545,South,74.34,2012-02-05,Regular Air,6.05,Florida,2.16,33134
2017,14400,Coral Gables,1962,Henia Zydlo,Home Office,0.03,2018-02-04,Medium,35,0.37,Office Supplies,Small Box,Xerox 21,Paper,-99.08,South,228.8,2012-02-05,Regular Air,6.6,Florida,6.48,33134
2049,14627,Hutchinson,1967,Sonia Sunley,Small Business,0.07,2018-02-04,Medium,47,0.38,Office Supplies,Small Box,GBC White Gloss Covers. Plain Front,Binders and Binder Accessories,67.864,Central,671.03,2012-02-05,Regular Air,6.46,Kansas,14.48,67501
8321,59459,Saint Peters,1972,Christine Sundaresam,Small Business,0.07,2018-02-04,Medium,40,0.51,Technology,Small Pack,BASF Silver 74 Minute CD-R,Computer Peripherals,-51.42,Central,69.66,2012-02-05,Regular Air,1.99,MO,1.7,63376
5011,35776,Casselberry,1977,Gene McClure,Consumer,0.05,2018-02-04,Medium,9,0.35,Office Supplies,Small Box,"Mead 1st Gear 2"" Zipper Binder. Asst. Colors",Binders and Binder Accessories,32.6825,South,118.66,2012-02-06,Regular Air,1.49,Florida,12.97,32707
5012,35776,Casselberry,1982,Gene McClure,Consumer,0.06,2018-02-04,Medium,36,0.54,Office Supplies,Wrap Bag,Advantus Push Pins. Aluminum Head,Rubber Bands,-32.15,South,213.74,2012-02-06,Regular Air,3.37,Florida,5.81,32707
3529,25120,Spartanburg,1987,Michael Grace,Corporate,0,2018-02-04,Medium,46,0.36,Office Supplies,Small Box,Avery 493,Labels,123.02,South,237.15,2012-02-06,Regular Air,0.5,South Carolina,4.91,29301
3531,25120,Spartanburg,1992,Michael Grace,Corporate,0.1,2018-02-04,Medium,10,0.37,Office Supplies,Small Box,HP Office Paper (20Lb. and 87 Bright),Paper,-35.52,South,71.86,2012-02-07,Regular Air,6.93,South Carolina,6.68,29301
5920,41988,Burnsville,1997,Matt Abelman,Home Office,0.07,2018-02-04,Low,18,0.58,Furniture,Jumbo Drum,Metal Folding Chairs. Beige. 4/Carton,Chairs & Chairmats,-157.56,Central,610.07,2012-02-08,Delivery Truck,19.19,Minnesota,33.94,55337
6271,44387,Granger,1953,Erica Bern,Corporate,0.03,2018-02-04,Low,20,0.4,Office Supplies,Small Box,Southworth 25% Cotton Antique Laid Paper & Envelopes,Paper,-6.71,Central,173.09,2012-02-08,Regular Air,4.82,Indiana,8.34,46530
5921,41988,Burnsville,1949,Matt Abelman,Home Office,0.1,2018-02-04,Low,14,0.57,Office Supplies,Small Box,Fellowes Personal Hanging Folder Files. Navy,Storage & Organization,-29.54,Central,181.49,2012-02-08,Regular Air,5.5,Minnesota,13.43,55337
2428,17636,Redondo Beach,1951,Dean Katz,Home Office,0.03,2018-02-04,Low,2,0.58,Office Supplies,Wrap Bag,Newell 343,Pens & Art Supplies,-4.2,West,7.01,2012-02-08,Regular Air,0.96,California,2.94,90278
6270,44387,Granger,1999,Erica Bern,Corporate,0.07,2018-02-04,Low,50,0.5,Technology,Small Pack,Verbatim DVD-RAM. 5.2GB. Rewritable. Type 1. DS,Computer Peripherals,475.26,Central,1441.57,2012-02-09,Express Air,1.99,Indiana,29.89,46530
3772,26945,Fort Myers,1998,Mick Crebagga,Home Office,0,2018-02-05,Critical,29,0.37,Office Supplies,Wrap Bag,Post-it® “Important Message” Note Pad. Neon Colors. 50 Sheets/Pad,Paper,77.33,South,221.33,2012-02-05,Regular Air,1.77,Florida,7.28,33917
5058,36068,Newton,1995,Anthony Johnson,Small Business,0.06,2018-02-05,Critical,23,0.59,Office Supplies,Jumbo Drum,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Appliances,1243.17,Central,6133.18,2012-02-06,Delivery Truck,23.19,Iowa,279.81,50208
70,417,East Los Angeles,1992,Robert Barroso,Small Business,0.07,2018-02-05,Medium,39,0.38,Technology,Jumbo Drum,Hewlett-Packard cp1700 [D. PS] Series Color Inkjet Printers,Office Machines,8734.88,West,15260.78,2012-02-06,Delivery Truck,28.14,California,500.98,90022
4949,35200,Chandler,1989,Ricardo Block,Corporate,0.08,2018-02-05,Medium,15,0.57,Furniture,Small Box,Eldon® Expressions™ Wood and Plastic Desk Accessories. Oak,Office Furnishings,-102.93,West,150.24,2012-02-07,Regular Air,12.52,Arizona,9.98,85224
71,417,East Los Angeles,1986,Robert Barroso,Small Business,0.1,2018-02-05,Medium,3,0.55,Office Supplies,Small Box,Hot File® 7-Pocket. Floor Stand,Storage & Organization,-170.98,West,540.41,2012-02-07,Regular Air,19.99,California,178.47,90022
1423,10310,Newton,1983,Christina Vanderzanden,Small Business,0.07,2018-02-05,Low,48,0.55,Office Supplies,Wrap Bag,Sanford Colorific Colored Pencils. 12/Box,Pens & Art Supplies,9.59,Central,139.86,2012-02-09,Regular Air,1.01,Iowa,2.88,50208
1424,10310,Newton,1980,Christina Vanderzanden,Small Business,0.1,2018-02-05,Low,6,0.58,Technology,Small Box,R380,Telephones and Communication,-655.424,Central,926.585,2012-02-12,Regular Air,3.99,Iowa,195.99,50208
3563,25440,Greenville,1977,Kelly Andreada,Home Office,0.02,2018-02-06,High,30,0.65,Furniture,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",Tables,912.48,South,6589.304,2012-02-06,Delivery Truck,66.67,South Carolina,259.71,29611
4028,28772,Statesboro,1974,Nick Zandusky,Small Business,0.02,2018-02-06,High,16,0.68,Furniture,Large Box,Lesro Sheffield Collection Coffee Table. End Table. Center Table. Corner Table,Tables,-763.8,South,950.464,2012-02-07,Regular Air,69,Georgia,71.37,30458
4029,28772,Statesboro,1971,Nick Zandusky,Small Business,0.03,2018-02-06,High,4,0.6,Technology,Small Box,StarTAC 8000,Telephones and Communication,-803.077,South,705.687,2012-02-08,Express Air,8.99,Georgia,205.99,30458
3739,26724,Elizabeth,1968,Bobby Elias,Small Business,0.09,2018-02-06,Critical,2,0.36,Technology,Medium Box,Polycom Soundstation EX Audio-Conferencing Telephone. Black,Office Machines,-2531.4825,East,1838.18,2012-02-08,Regular Air,13.99,New Jersey,999.99,7201
5853,41543,Lincoln,1965,Bill Donatelli,Corporate,0.03,2018-02-06,Low,45,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,1385.35,Central,7548.65,2012-02-10,Delivery Truck,30,Nebraska,160.98,68502
5854,41543,Lincoln,1962,Bill Donatelli,Corporate,0.03,2018-02-06,Low,24,0.59,Technology,Small Box,StarTAC 7760,Telephones and Communication,172.332,Central,1318.8685,2012-02-10,Regular Air,3.99,Nebraska,65.99,68502
6604,46981,Cleveland,1959,Robert Dilbeck,Corporate,0.07,2018-02-07,Medium,46,0.35,Office Supplies,Small Box,Surelock™ Post Binders,Binders and Binder Accessories,601.9615,South,1398.87,2012-02-07,Regular Air,2.99,Tennessee,30.56,37311
6213,44002,Little Rock,1961,John Lee,Corporate,0.03,2018-02-07,Medium,14,0.59,Office Supplies,Small Box,Portfile® Personal File Boxes,Storage & Organization,-52.33,South,261.85,2012-02-07,Regular Air,9.47,Arkansas,17.7,72209
6212,44002,Little Rock,1963,John Lee,Corporate,0.05,2018-02-07,Medium,46,0.37,Office Supplies,Small Box,Xerox 1923,Paper,-66.48,South,320.93,2012-02-09,Regular Air,5.66,Arkansas,6.68,72209
3330,23808,Temecula,1965,Ed Braxton,Consumer,0.08,2018-02-07,Low,28,0.58,Technology,Small Box,Timeport L7089,Telephones and Communication,377.154,West,2813.8485,2012-02-09,Regular Air,7.69,California,125.99,92592
3329,23808,Temecula,1967,Ed Braxton,Consumer,0.04,2018-02-07,Low,30,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,108,West,630.14,2012-02-14,Regular Air,8.68,California,19.98,92592
462,3138,Randallstown,1969,Bradley Nguyen,Consumer,0.07,2018-02-08,Not Specified,4,0.48,Technology,Small Box,Motorola SB4200 Cable Modem,Computer Peripherals,-427.47,East,718.03,2012-02-08,Express Air,19.99,Maryland,179.99,21133
2797,20162,Elmira,1971,Helen Wasserman,Home Office,0.03,2018-02-08,Medium,38,0.39,Office Supplies,Small Box,GBC Clear Cover. 8-1/2 x 11. unpunched. 25 covers per pack,Binders and Binder Accessories,-254.1385,East,607.42,2012-02-09,Regular Air,15.09,New York,15.16,14901
8391,59942,Bozeman,1973,Max Engle,Corporate,0.07,2018-02-08,Medium,47,0.64,Technology,Small Pack,"Imation 3.5"" DS/HD IBM Formatted Diskettes. 50/Pack",Computer Peripherals,-268.65,West,714.46,2012-02-10,Regular Air,8.99,Montana,15.98,59715
7914,56581,Cheyenne,1975,Grant Donatelli,Consumer,0.1,2018-02-08,High,20,0.65,Furniture,Medium Box,"Tenex 46"" x 60"" Computer Anti-Static Chairmat. Rectangular Shaped",Office Furnishings,580.43,West,2026.01,2012-02-11,Express Air,13.99,Wyoming,105.98,82001
5673,40128,Spokane,1977,Christine Abelman,Corporate,0.01,2018-02-09,Low,43,0.56,Furniture,Jumbo Box,Atlantic Metals Mobile 2-Shelf Bookcases. Custom Colors,Bookcases,1445.36,West,10318.72,2012-02-16,Delivery Truck,60.2,Washington,240.98,99207
5860,41604,Euless,1979,Edward Becker,Corporate,0.06,2018-02-10,Medium,22,0.38,Office Supplies,Small Box,C-Line Peel & Stick Add-On Filing Pockets. 8-3/4 x 5-1/8. 10/Pack,Binders and Binder Accessories,-48.2195,Central,138.24,2012-02-11,Regular Air,5.19,Texas,6.37,76039
1269,9222,Birmingham,1981,Ionia McGrath,Home Office,0.04,2018-02-10,High,41,0.36,Office Supplies,Small Box,Xerox 188,Paper,78.2,South,473.67,2012-02-11,Regular Air,5.01,Alabama,11.34,35211
4363,31078,Boca Raton,1983,Evan Bailliet,Corporate,0.01,2018-02-10,Critical,7,0.39,Technology,Medium Box,Sharp EL500L Fraction Calculator,Office Machines,-36.7662,South,104.46,2012-02-11,Regular Air,7.51,Florida,13.99,33433
6264,44325,Fort Lauderdale,1985,Maribeth Schnelling,Corporate,0,2018-02-10,Medium,44,0.47,Furniture,Small Box,"Career Cubicle Clock. 8 1/4"". Black",Office Furnishings,-60.66,South,951.33,2012-02-12,Regular Air,14.39,Florida,20.28,33311
7333,52258,Port Orange,1987,Thais Sissman,Small Business,0.04,2018-02-10,Low,5,0.55,Furniture,Small Pack,Aluminum Document Frame,Office Furnishings,40.44,South,63.85,2012-02-17,Regular Air,2.85,Florida,12.22,32127
6401,45414,Lufkin,1989,George Ashbrook,Consumer,0.08,2018-02-11,Critical,17,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-563.86,Central,1002.73,2012-02-12,Regular Air,49,Texas,60.98,75901
2097,14983,Wilmington,1991,Rick Wilson,Consumer,0.05,2018-02-11,High,48,0.58,Technology,Small Box,Talkabout T8097,Telephones and Communication,2497.941,South,8475.962,2012-02-12,Express Air,8.99,North Carolina,205.99,28403
2098,14983,Wilmington,1993,Rick Wilson,Consumer,0.08,2018-02-11,High,18,0.56,Technology,Small Box,TimeportP7382,Telephones and Communication,251.541,South,3015.494,2012-02-12,Regular Air,8.99,North Carolina,205.99,28403
6673,47493,Panama City,1995,Michael Moore,Corporate,0.07,2018-02-11,Critical,36,0.77,Furniture,Jumbo Drum,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-96.05,South,9757.48,2012-02-13,Delivery Truck,50,Florida,270.98,32404
2602,18790,Concord,1997,Nicole Brennan,Consumer,0.01,2018-02-11,High,7,0.55,Technology,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,Office Machines,-1596.7458,West,13253.93,2012-02-13,Delivery Truck,14.7,California,2036.48,94521
5969,42339,Southgate,1996,Cathy Armstrong,Consumer,0.02,2018-02-12,Critical,31,0.36,Office Supplies,Small Box,Xerox 1993,Paper,-178.82,Central,206.54,2012-02-12,Regular Air,9.68,Michigan,6.48,48195
2074,14823,Highland Village,1995,David Smith,Small Business,0.08,2018-02-12,Low,20,0.52,Office Supplies,Wrap Bag,Turquoise Lead Holder with Pocket Clip,Pens & Art Supplies,10.56,Central,124.84,2012-02-12,Regular Air,1.56,Texas,6.7,75067
130,833,Kenosha,1994,Olvera Toch,Home Office,0.03,2018-02-12,Medium,1,0.38,Office Supplies,Small Box,GBC ProClick Spines for 32-Hole Punch,Binders and Binder Accessories,-20.3205,Central,19.32,2012-02-13,Regular Air,7.17,Wisconsin,12.53,53142
8104,57856,Westerville,1993,Vivek Grady,Home Office,0.06,2018-02-12,Medium,17,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder. White. 1""",Binders and Binder Accessories,-42.1705,East,127.45,2012-02-13,Regular Air,6.05,Ohio,7.1,43081
8105,57856,Westerville,1992,Vivek Grady,Home Office,0.02,2018-02-12,Medium,31,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,5.7,East,92.18,2012-02-13,Regular Air,0.97,Ohio,2.78,43081
1991,14211,Sulphur Springs,1991,Frank Hawley,Home Office,0.04,2018-02-12,Not Specified,14,0.62,Office Supplies,Small Box,Fellowes High-Stak® Drawer Files,Storage & Organization,320.1,Central,2367.99,2012-02-14,Regular Air,11.87,Texas,176.19,75482
8268,59104,Syracuse,1990,Aaron Smayling,Small Business,0.05,2018-02-12,High,38,0.55,Technology,Small Box,StarTAC 7797,Telephones and Communication,1016.973,East,3594.7435,2012-02-14,Regular Air,2.5,New York,115.99,13210
8266,59104,Syracuse,1989,Aaron Smayling,Small Business,0.08,2018-02-12,High,13,0.38,Office Supplies,Small Box,GBC Laser Imprintable Binding System Covers. Desert Sand,Binders and Binder Accessories,3.4595,East,197.61,2012-02-15,Express Air,7.27,New York,14.27,13210
7330,52227,El Mirage,1988,Trudy Bell,Consumer,0.05,2018-02-12,Medium,37,0.37,Office Supplies,Small Box,Xerox 217,Paper,-164.18,West,240.52,2012-02-15,Regular Air,8.19,Arizona,6.48,85335
8267,59104,Syracuse,1987,Aaron Smayling,Small Business,0.04,2018-02-12,High,22,0.39,Office Supplies,Wrap Bag,Staples Gold Paper Clips,Rubber Bands,2.63,East,68.92,2012-02-15,Regular Air,1.58,New York,2.98,13210
1990,14211,Sulphur Springs,1986,Frank Hawley,Home Office,0.04,2018-02-12,Not Specified,22,0.38,Technology,Medium Box,Canon MP41DH Printing Calculator,Office Machines,1046.69,Central,3220.58,2012-02-15,Regular Air,13.99,Texas,150.98,75482
2073,14823,Highland Village,1985,David Smith,Small Business,0.1,2018-02-12,Low,15,0.38,Office Supplies,Small Box,Self-Adhesive Address Labels for Typewriters by Universal,Labels,39.98,Central,103.62,2012-02-21,Regular Air,0.49,Texas,7.31,75067
8055,57506,Port Saint Lucie,1984,Thais Sissman,Corporate,0.1,2018-02-13,Medium,48,0.35,Office Supplies,Small Box,Southworth Structures Collection™,Paper,-66.87,South,332.55,2012-02-13,Regular Air,5.47,Florida,7.28,34952
2304,16612,Maple Grove,1983,Sally Matthias,Home Office,0.05,2018-02-13,High,45,0.4,Technology,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,Office Machines,565.18,Central,3699.22,2012-02-14,Delivery Truck,30.06,Minnesota,80.97,55369
7557,54055,Plum,1982,Lena Creighton,Home Office,0.02,2018-02-13,Critical,44,0.75,Furniture,Jumbo Box,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,-1330.5,East,5483.96,2012-02-15,Delivery Truck,58.64,Pennsylvania,120.98,15239
2986,21572,Rochester Hills,1981,Vicky Freymann,Home Office,0.03,2018-02-13,Critical,42,0.59,Furniture,Large Box,Electrix Halogen Magnifier Lamp,Office Furnishings,2861.01,Central,8549.04,2012-02-15,Regular Air,11.54,Michigan,194.3,48307
2305,16612,Maple Grove,1980,Sally Matthias,Home Office,0,2018-02-13,High,6,0.37,Office Supplies,Small Box,Xerox 1997,Paper,-38.72,Central,48.93,2012-02-15,Regular Air,10.05,Minnesota,6.48,55369
7893,56452,Santa Maria,1979,Charles Crestani,Consumer,0,2018-02-14,Not Specified,34,0.61,Furniture,Jumbo Box,Chromcraft Rectangular Conference Tables,Tables,1192.04,West,6686.344,2012-02-15,Delivery Truck,59.24,California,236.97,93454
2085,14913,Fayetteville,1978,Janet Lee,Consumer,0.01,2018-02-14,High,47,0.37,Office Supplies,Small Box,Southworth 25% Cotton Premium Laser Paper and Envelopes,Paper,208.06,South,1003.43,2012-02-15,Regular Air,8.68,North Carolina,19.98,28314
6856,48836,Costa Mesa,1977,Nicole Brennan,Home Office,0.09,2018-02-14,Critical,8,0.62,Furniture,Jumbo Box,Bretford CR4500 Series Slim Rectangular Table,Tables,-93.85,West,2651.21,2012-02-16,Delivery Truck,40.19,California,348.21,92627
1863,13408,Lawton,1976,Joni Blumstein,Home Office,0.04,2018-02-14,Low,4,0.64,Furniture,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet. Standard Lip. 36"" x 48""",Office Furnishings,173.89,Central,256.77,2012-02-16,Regular Air,12.23,Oklahoma,60.65,73505
6482,46119,Carmel,1975,Carlos Soltero,Consumer,0.07,2018-02-15,Critical,46,0.79,Furniture,Jumbo Box,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,-575.352,Central,18824.42,2012-02-16,Delivery Truck,75.23,Indiana,417.4,46032
4649,33095,Coachella,1974,Mick Brown,Consumer,0.1,2018-02-15,Not Specified,34,0.43,Furniture,Small Box,Howard Miller 12-3/4 Diameter Accuwave DS ™ Wall Clock,Office Furnishings,875.57,West,2548.3,2012-02-16,Regular Air,19.99,California,78.69,92236
6480,46119,Carmel,1973,Carlos Soltero,Consumer,0.03,2018-02-15,Critical,23,0.38,Office Supplies,Small Box,Durable Pressboard Binders,Binders and Binder Accessories,15.2745,Central,93.05,2012-02-17,Regular Air,1.49,Indiana,3.8,46032
6481,46119,Carmel,1972,Carlos Soltero,Consumer,0.07,2018-02-15,Critical,20,0.35,Office Supplies,Wrap Bag,Adams Telephone Message Book w/Frequently-Called Numbers Space. 400 Messages per Book,Paper,57.31,Central,154.13,2012-02-17,Regular Air,1.25,Indiana,7.98,46032
4648,33095,Coachella,1971,Mick Brown,Consumer,0.01,2018-02-15,Not Specified,30,0.49,Technology,Small Box,Gyration RF Keyboard,Computer Peripherals,1689.93,West,4846.74,2012-02-17,Regular Air,5.5,California,159.99,92236
4848,34498,Port Charlotte,1970,Phillip Flathmann,Small Business,0.09,2018-02-15,Low,4,0.38,Office Supplies,Small Box,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Envelopes,10.8,South,47.12,2012-02-20,Express Air,1.39,Florida,8.74,33952
4849,34498,Port Charlotte,1969,Phillip Flathmann,Small Business,0.09,2018-02-15,Low,3,0.37,Office Supplies,Small Box,Computer Printout Paper with Letter-Trim Perforations,Paper,-23.2,South,62.89,2012-02-20,Regular Air,9.03,Florida,18.97,33952
4598,32741,Auburn,1968,Bill Eplett,Corporate,0.07,2018-02-15,Low,13,0.6,Office Supplies,Small Box,Filing/Storage Totes and Swivel Casters,Storage & Organization,-81.77,East,136.24,2012-02-22,Regular Air,9.45,New York,9.71,13021
7812,55874,Wenatchee,1967,Erica Smith,Small Business,0.06,2018-02-16,Medium,24,0.38,Office Supplies,Small Box,Staples Standard Envelopes,Envelopes,33.01,West,129.53,2012-02-16,Regular Air,1.39,Washington,5.68,98801
7810,55874,Sulphur Springs,1966,Erica Smith,Small Business,0,2018-02-16,Medium,28,0.39,Office Supplies,Small Box,"Wilson Jones Hanging View Binder. White. 1""",Binders and Binder Accessories,-60.145,Central,208.83,2012-02-17,Regular Air,6.05,Texas,7.1,75482
6876,48998,Coeur D Alene,1965,Sharelle Roach,Home Office,0.04,2018-02-16,Low,15,0.35,Office Supplies,Small Box,Peel & Seel® Recycled Catalog Envelopes. Brown,Envelopes,-8.11,West,180.39,2012-02-18,Regular Air,6.97,Idaho,11.58,83814
7811,55874,Sulphur Springs,1964,Erica Smith,Small Business,0.01,2018-02-16,Medium,41,0.64,Technology,Small Pack,"Imation 3.5"". DISKETTE 44766 HGHLD3.52HD/FM. 10/Pack",Computer Peripherals,-111.72,Central,228.3,2012-02-18,Express Air,4.62,Texas,4.98,75482
4502,32037,Euless,1963,Edward Becker,Home Office,0.07,2018-02-16,Low,15,0.54,Technology,Large Box,Canon Imageclass D680 Copier / Fax,Copiers and Fax,325.29,Central,9862.51,2012-02-20,Regular Air,24.49,Texas,699.99,76039
4501,32037,Euless,1962,Edward Becker,Home Office,0.04,2018-02-16,Low,37,0.38,Office Supplies,Small Box,Avery Printable Repositionable Plastic Tabs,Binders and Binder Accessories,-63.8135,Central,311.66,2012-02-23,Regular Air,6.19,Texas,8.6,76039
8273,59170,West Valley City,1958,Frank Merwin,Consumer,0.02,2018-02-17,High,44,0.38,Office Supplies,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Binders and Binder Accessories,9.299,West,242.46,2012-02-18,Regular Air,2.99,Utah,5.34,84120
8274,59170,West Valley City,1960,Frank Merwin,Consumer,0.04,2018-02-17,High,10,0.63,Furniture,Medium Box,Deflect-o Glass Clear Studded Chair Mats,Office Furnishings,232,West,607.77,2012-02-19,Regular Air,10.84,Utah,62.18,84120
8275,59170,West Valley City,1962,Frank Merwin,Consumer,0.03,2018-02-17,High,22,0.73,Furniture,Wrap Bag,Eldon Econocleat® Chair Mats for Low Pile Carpets,Office Furnishings,-380.9,West,954.57,2012-02-19,Regular Air,34.2,Utah,41.47,84120
3077,22083,Redlands,1964,David Bremer,Corporate,0.05,2018-02-17,Critical,2,0.38,Office Supplies,Wrap Bag,Adams Telephone Message Books. 5 1/4” x 11”,Paper,-4.14,West,16.81,2012-02-19,Express Air,2.14,California,6.04,92374
8276,59170,West Valley City,1966,Frank Merwin,Consumer,0.04,2018-02-17,High,5,0.38,Technology,Medium Box,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Office Machines,-1510.8855,West,8767.62,2012-02-19,Regular Air,13.99,Utah,1938.02,84120
2297,16547,Kankakee,1968,Nicole Hansen,Corporate,0.04,2018-02-18,Not Specified,8,0.77,Furniture,Jumbo Box,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Tables,-533.232,Central,1749.64,2012-02-18,Delivery Truck,69.64,Illinois,218.75,60901
2296,16547,Kankakee,1970,Nicole Hansen,Corporate,0.09,2018-02-18,Not Specified,30,0.64,Furniture,Jumbo Drum,Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms,Chairs & Chairmats,1240.25,Central,10554.63,2012-02-20,Delivery Truck,58.92,Illinois,355.98,60901
7895,56483,Oxnard,1972,Debra Catini,Small Business,0.05,2018-02-19,High,37,0.4,Office Supplies,Small Box,Xerox 1971,Paper,-104.57,West,158.62,2012-02-19,Regular Air,5.17,California,4.28,93030
